,Game_ID,Report,team_name,wins,losses,total_points
10,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," the total penalty count is 1.
   - For the value ""10 (5+3+2+0)""",True,"True
3. Basketball team? True",True
11,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," the total penalty count is 10.
   - For the value ""6 (2+2+2+0)""",False,True,False
12,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," the total penalty count is 6.

2. Is the time less than a week?
   - For the value ""14 days""",False,False,"False
False"
13,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
", the time is more than a week,True,True,"True
True"
14,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," so the answer is False.
   - For the value ""10 days""",10,10,10
15,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
", the time is more than a week,True,True,"True
True"
16,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," so the answer is False.
   - For the value ""daily""","6

2. Is the time less than a week?
   - For the value ""14 days""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is False.
   - For the value ""10 days""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is False.
   - For the value ""daily""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is True.
   - For the value ""2 hours""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is True.

Answer: False","6

2. Is the time less than a week?
   - For the value ""14 days""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is False.
   - For the value ""10 days""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is False.
   - For the value ""daily""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is True.
   - For the value ""2 hours""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is True.

Answer: False","6

2. Is the time less than a week?
   - For the value ""14 days""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is False.
   - For the value ""10 days""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is False.
   - For the value ""daily""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is True.
   - For the value ""2 hours""
Report: Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.

Team:  so the answer is True.

Answer: False"
17,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
", the time is less than a week,True,True,True
18,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," so the answer is True.
   - For the value ""2 hours""",True,True,True
19,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
", the time is less than a week,True,True,True
20,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," so the answer is True.

3. Basketball team?
   - For the value ""Lakers""",False,False,False
21,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," the answer is True because the Lakers are a basketball team.
   - For the value ""Nuggets""","':

1","':

1. Total penalty count: 1",10
22,8,"Carmelo Anthony's season - high 45 points (on 36 shots) over 46 minutes led New York. He had a driving layup with two seconds left in regulation and an 18 - footer with six ticks in the first overtime. Brandon Jennings provided an 18 - point, 11 - assist double - double. Courtney Lee compiled 17 points and nine rebounds. Kristaps Porzingis and Justin Holiday had 15 points apiece, while Mindaugas Kuzminskas posted 13. Kyle O'Quinn and Joakim Noah had eight points but combined for 26 boards. Paul Millsap's 37 - point, 19 - rebound double - double led Atlanta, and he drained the game - winning basket with 27 seconds left in the fourth overtime. Kent Bazemore managed 24 points, while Dennis Schroder posted a 23 - point, 15 - assist double - double. Dwight Howard and Tim Hardaway had 19 apiece, with the former adding 13 rebounds. Mike Dunleavy (12 points) led the bench.
"," the answer is True because the Nuggets are a basketball team.
   - For the value ""Dodgers""",False,10,"6
False"
